Tanggal,Kab/Kota,Harga
2021-12-17,Kota Madiun,23000
2021-12-17,Kota Malang,26000
2021-12-17,Kota Mojokerto,21000
2021-12-17,Kota Pasuruan,20000
2021-12-17,Kota Probolinggo,17000
2021-12-17,Kota Surabaya,28000
2021-12-18,Kab. Bangkalan,23000
2021-12-18,Kab. Banyuwangi,18000
2021-12-18,Kab. Blitar,26000
2021-12-18,Kab. Bojonegoro,22000
2021-12-18,Kab. Bondowoso,24500
2021-12-18,Kab. Gresik,27000
2021-12-18,Kab. Jember,26000
2021-12-18,Kab. Jombang,
2021-12-18,Kab. Kediri,16000
2021-12-18,Kab. Lamongan,20000
2021-12-18,Kab. Lumajang,22000
2021-12-18,Kab. Madiun,23250
2021-12-18,Kab. Magetan,18000
2021-12-18,Kab. Malang,21000
2021-12-18,Kab. Mojokerto,20000
2021-12-18,Kab. Nganjuk,
2021-12-18,Kab. Ngawi,
2021-12-18,Kab. Pacitan,20000
2021-12-18,Kab. Pamekasan,25000
2021-12-18,Kab. Pasuruan,24000
2021-12-18,Kab. Ponorogo,
2021-12-18,Kab. Probolinggo,18000
2021-12-18,Kab. Sampang,20000
2021-12-18,Kab. Sidoarjo,26000
2021-12-18,Kab. Situbondo,
2021-12-18,Kab. Sumenep,24000
2021-12-18,Kab. Trenggalek,25000
2021-12-18,Kab. Tuban,25000
2021-12-18,Kab. Tulungagung,16000
2021-12-18,Kota Batu,25000
2021-12-18,Kota Blitar,
2021-12-18,Kota Kediri,18000
2021-12-18,Kota Madiun,23000
2021-12-18,Kota Malang,
2021-12-18,Kota Mojokerto,
2021-12-18,Kota Pasuruan,20000
2021-12-18,Kota Probolinggo,17000
2021-12-18,Kota Surabaya,28000
2021-12-19,Kab. Bangkalan,24000
2021-12-19,Kab. Banyuwangi,18000
2021-12-19,Kab. Blitar,25000
2021-12-19,Kab. Bojonegoro,20000
2021-12-19,Kab. Bondowoso,24500
2021-12-19,Kab. Gresik,27000
2021-12-19,Kab. Jember,24000
2021-12-19,Kab. Jombang,
2021-12-19,Kab. Kediri,17000
2021-12-19,Kab. Lamongan,20000
2021-12-19,Kab. Lumajang,22000
2021-12-19,Kab. Madiun,21750
2021-12-19,Kab. Magetan,18000
2021-12-19,Kab. Malang,9800
2021-12-19,Kab. Mojokerto,20000
2021-12-19,Kab. Nganjuk,15500
2021-12-19,Kab. Ngawi,
2021-12-19,Kab. Pacitan,22500
2021-12-19,Kab. Pamekasan,25000
2021-12-19,Kab. Pasuruan,
2021-12-19,Kab. Ponorogo,39000
2021-12-19,Kab. Probolinggo,19000
2021-12-19,Kab. Sampang,
2021-12-19,Kab. Sidoarjo,26000
2021-12-19,Kab. Situbondo,24000
2021-12-19,Kab. Sumenep,24000
2021-12-19,Kab. Trenggalek,
2021-12-19,Kab. Tuban,25000
2021-12-19,Kab. Tulungagung,16000
2021-12-19,Kota Batu,24000
2021-12-19,Kota Blitar,20000
2021-12-19,Kota Kediri,18000
2021-12-19,Kota Madiun,23000
2021-12-19,Kota Malang,24000
2021-12-19,Kota Mojokerto,
2021-12-19,Kota Pasuruan,22000
2021-12-19,Kota Probolinggo,17000
2021-12-19,Kota Surabaya,28000
2021-12-20,Kab. Bangkalan,24000
2021-12-20,Kab. Banyuwangi,24000
2021-12-20,Kab. Blitar,26000
2021-12-20,Kab. Bojonegoro,20000
2021-12-20,Kab. Bondowoso,24500
2021-12-20,Kab. Gresik,27300
2021-12-20,Kab. Jember,23000
2021-12-20,Kab. Jombang,
2021-12-20,Kab. Kediri,22000
2021-12-20,Kab. Lamongan,22000
2021-12-20,Kab. Lumajang,22000
2021-12-20,Kab. Madiun,21750
2021-12-20,Kab. Magetan,19000
2021-12-20,Kab. Malang,21000
2021-12-20,Kab. Mojokerto,22000
2021-12-20,Kab. Nganjuk,
2021-12-20,Kab. Ngawi,24000
2021-12-20,Kab. Pacitan,21000
2021-12-20,Kab. Pamekasan,25000
2021-12-20,Kab. Pasuruan,24500
2021-12-20,Kab. Ponorogo,43000
2021-12-20,Kab. Probolinggo,20000
2021-12-20,Kab. Sampang,23000
2021-12-20,Kab. Sidoarjo,
2021-12-20,Kab. Situbondo,
2021-12-20,Kab. Sumenep,20000
2021-12-20,Kab. Trenggalek,25000
2021-12-20,Kab. Tuban,25000
2021-12-20,Kab. Tulungagung,20000
2021-12-20,Kota Batu,24000
2021-12-20,Kota Blitar,20000
2021-12-20,Kota Kediri,21000
2021-12-20,Kota Madiun,25000
2021-12-20,Kota Malang,24000
2021-12-20,Kota Mojokerto,22000
2021-12-20,Kota Pasuruan,23000
2021-12-20,Kota Probolinggo,17000
2021-12-20,Kota Surabaya,
2021-12-21,Kab. Bangkalan,24000
2021-12-21,Kab. Banyuwangi,24000
2021-12-21,Kab. Blitar,22000
2021-12-21,Kab. Bojonegoro,20000
2021-12-21,Kab. Bondowoso,24500
2021-12-21,Kab. Gresik,
2021-12-21,Kab. Jember,23000
2021-12-21,Kab. Jombang,
2021-12-21,Kab. Kediri,21000
2021-12-21,Kab. Lamongan,22000
2021-12-21,Kab. Lumajang,
2021-12-21,Kab. Madiun,21750
2021-12-21,Kab. Magetan,19000
2021-12-21,Kab. Malang,21000
2021-12-21,Kab. Mojokerto,22000
2021-12-21,Kab. Nganjuk,15500
2021-12-21,Kab. Ngawi,24000
2021-12-21,Kab. Pacitan,21500
2021-12-21,Kab. Pamekasan,25000
2021-12-21,Kab. Pasuruan,24500
2021-12-21,Kab. Ponorogo,43000
2021-12-21,Kab. Probolinggo,20000
2021-12-21,Kab. Sampang,
2021-12-21,Kab. Sidoarjo,28000
2021-12-21,Kab. Situbondo,
2021-12-21,Kab. Sumenep,20000
2021-12-21,Kab. Trenggalek,25000
2021-12-21,Kab. Tuban,25000
2021-12-21,Kab. Tulungagung,20000
2021-12-21,Kota Batu,24000
2021-12-21,Kota Blitar,20000
2021-12-21,Kota Kediri,21000
2021-12-21,Kota Madiun,25000
2021-12-21,Kota Malang,25000
2021-12-21,Kota Mojokerto,
2021-12-21,Kota Pasuruan,22000
2021-12-21,Kota Probolinggo,17000
2021-12-21,Kota Surabaya,28000
2021-12-22,Kab. Bangkalan,24000
2021-12-22,Kab. Banyuwangi,24000
2021-12-22,Kab. Blitar,28000
2021-12-22,Kab. Bojonegoro,20000
2021-12-22,Kab. Bondowoso,24500
2021-12-22,Kab. Gresik,28000
2021-12-22,Kab. Jember,
2021-12-22,Kab. Jombang,
2021-12-22,Kab. Kediri,23000
2021-12-22,Kab. Lamongan,22000
2021-12-22,Kab. Lumajang,23000
2021-12-22,Kab. Madiun,22250
2021-12-22,Kab. Magetan,20000
2021-12-22,Kab. Malang,22000
2021-12-22,Kab. Mojokerto,
2021-12-22,Kab. Nganjuk,
2021-12-22,Kab. Ngawi,24000
2021-12-22,Kab. Pacitan,21500
2021-12-22,Kab. Pamekasan,25000
2021-12-22,Kab. Pasuruan,24500
2021-12-22,Kab. Ponorogo,
2021-12-22,Kab. Probolinggo,20000
2021-12-22,Kab. Sampang,23000
2021-12-22,Kab. Sidoarjo,28000
2021-12-22,Kab. Situbondo,24000
2021-12-22,Kab. Sumenep,20000
2021-12-22,Kab. Trenggalek,25000
2021-12-22,Kab. Tuban,25000
2021-12-22,Kab. Tulungagung,20000
2021-12-22,Kota Batu,24000
2021-12-22,Kota Blitar,20000
2021-12-22,Kota Kediri,22000
2021-12-22,Kota Madiun,25000
2021-12-22,Kota Malang,
2021-12-22,Kota Mojokerto,22000
2021-12-22,Kota Pasuruan,23000
2021-12-22,Kota Probolinggo,17000
2021-12-22,Kota Surabaya,28000
2021-12-23,Kab. Bangkalan,24000
2021-12-23,Kab. Banyuwangi,24000
2021-12-23,Kab. Blitar,26000
2021-12-23,Kab. Bojonegoro,20000
2021-12-23,Kab. Bondowoso,23500
2021-12-23,Kab. Gresik,28000
2021-12-23,Kab. Jember,22000
2021-12-23,Kab. Jombang,
2021-12-23,Kab. Kediri,21000
2021-12-23,Kab. Lamongan,22000
2021-12-23,Kab. Lumajang,23000
2021-12-23,Kab. Madiun,22750
2021-12-23,Kab. Magetan,20000
2021-12-23,Kab. Malang,22000
2021-12-23,Kab. Mojokerto,20000
2021-12-23,Kab. Nganjuk,
2021-12-23,Kab. Ngawi,
2021-12-23,Kab. Pacitan,21500
2021-12-23,Kab. Pamekasan,25000
2021-12-23,Kab. Pasuruan,24500
2021-12-23,Kab. Ponorogo,37000
2021-12-23,Kab. Probolinggo,20000
2021-12-23,Kab. Sampang,20000
2021-12-23,Kab. Sidoarjo,28000
2021-12-23,Kab. Situbondo,24000
2021-12-23,Kab. Sumenep,20000
2021-12-23,Kab. Trenggalek,25000
2021-12-23,Kab. Tuban,25000
2021-12-23,Kab. Tulungagung,20000
2021-12-23,Kota Batu,23000
2021-12-23,Kota Blitar,20000
2021-12-23,Kota Kediri,22000
2021-12-23,Kota Madiun,25000
2021-12-23,Kota Malang,25000
2021-12-23,Kota Mojokerto,24000
2021-12-23,Kota Pasuruan,23000
2021-12-23,Kota Probolinggo,17000
2021-12-23,Kota Surabaya,28000
2021-12-24,Kab. Bangkalan,24000
2021-12-24,Kab. Banyuwangi,24000
2021-12-24,Kab. Blitar,22000
2021-12-24,Kab. Bojonegoro,20000
2021-12-24,Kab. Bondowoso,23500
2021-12-24,Kab. Gresik,28000
2021-12-24,Kab. Jember,25000
2021-12-24,Kab. Jombang,
2021-12-24,Kab. Kediri,21000
2021-12-24,Kab. Lamongan,22000
2021-12-24,Kab. Lumajang,23000
2021-12-24,Kab. Madiun,22250
2021-12-24,Kab. Magetan,20000
2021-12-24,Kab. Malang,22000
2021-12-24,Kab. Mojokerto,22000
2021-12-24,Kab. Nganjuk,
2021-12-24,Kab. Ngawi,
2021-12-24,Kab. Pacitan,
2021-12-24,Kab. Pamekasan,25000
2021-12-24,Kab. Pasuruan,25000
2021-12-24,Kab. Ponorogo,37000
2021-12-24,Kab. Probolinggo,20000
2021-12-24,Kab. Sampang,
2021-12-24,Kab. Sidoarjo,30000
2021-12-24,Kab. Situbondo,
2021-12-24,Kab. Sumenep,20000
2021-12-24,Kab. Trenggalek,25000
2021-12-24,Kab. Tuban,27000
2021-12-24,Kab. Tulungagung,20000
2021-12-24,Kota Batu,25500
2021-12-24,Kota Blitar,20000
2021-12-24,Kota Kediri,22000
2021-12-24,Kota Madiun,25000
2021-12-24,Kota Malang,26000
2021-12-24,Kota Mojokerto,
2021-12-24,Kota Pasuruan,22000
2021-12-24,Kota Probolinggo,17000
2021-12-24,Kota Surabaya,28000
2021-12-25,Kab. Bangkalan,24000
2021-12-25,Kab. Banyuwangi,24000
2021-12-25,Kab. Blitar,18000
2021-12-25,Kab. Bojonegoro,20000
2021-12-25,Kab. Bondowoso,23500
2021-12-25,Kab. Gresik,26600
2021-12-25,Kab. Jember,22000
2021-12-25,Kab. Jombang,
2021-12-25,Kab. Kediri,22000
2021-12-25,Kab. Lamongan,22000
2021-12-25,Kab. Lumajang,23000
2021-12-25,Kab. Madiun,22750
2021-12-25,Kab. Magetan,
2021-12-25,Kab. Malang,
2021-12-25,Kab. Mojokerto,22000
2021-12-25,Kab. Nganjuk,
2021-12-25,Kab. Ngawi,
2021-12-25,Kab. Pacitan,22000
2021-12-25,Kab. Pamekasan,25000
2021-12-25,Kab. Pasuruan,25000
2021-12-25,Kab. Ponorogo,
2021-12-25,Kab. Probolinggo,20000
2021-12-25,Kab. Sampang,
2021-12-25,Kab. Sidoarjo,27000
2021-12-25,Kab. Situbondo,24000
2021-12-25,Kab. Sumenep,24000
2021-12-25,Kab. Trenggalek,
2021-12-25,Kab. Tuban,27000
2021-12-25,Kab. Tulungagung,20000
2021-12-25,Kota Batu,24500
2021-12-25,Kota Blitar,20000
2021-12-25,Kota Kediri,23000
2021-12-25,Kota Madiun,25000
2021-12-25,Kota Malang,26000
2021-12-25,Kota Mojokerto,24000
2021-12-25,Kota Pasuruan,22000
2021-12-25,Kota Probolinggo,17000
2021-12-25,Kota Surabaya,28000
2021-12-26,Kab. Bangkalan,24000
2021-12-26,Kab. Banyuwangi,22000
2021-12-26,Kab. Blitar,20000
2021-12-26,Kab. Bojonegoro,20000
2021-12-26,Kab. Bondowoso,23500
2021-12-26,Kab. Gresik,26500
2021-12-26,Kab. Jember,25000
2021-12-26,Kab. Jombang,
2021-12-26,Kab. Kediri,21000
2021-12-26,Kab. Lamongan,22000
2021-12-26,Kab. Lumajang,23000
2021-12-26,Kab. Madiun,22750
2021-12-26,Kab. Magetan,20000
2021-12-26,Kab. Malang,
2021-12-26,Kab. Mojokerto,22000
2021-12-26,Kab. Nganjuk,
2021-12-26,Kab. Ngawi,23000
2021-12-26,Kab. Pacitan,22000
2021-12-26,Kab. Pamekasan,25000
2021-12-26,Kab. Pasuruan,
2021-12-26,Kab. Ponorogo,36000
2021-12-26,Kab. Probolinggo,20000
2021-12-26,Kab. Sampang,
2021-12-26,Kab. Sidoarjo,27000
2021-12-26,Kab. Situbondo,24000
2021-12-26,Kab. Sumenep,26000
2021-12-26,Kab. Trenggalek,25000
2021-12-26,Kab. Tuban,
2021-12-26,Kab. Tulungagung,
2021-12-26,Kota Batu,24000
2021-12-26,Kota Blitar,20000
2021-12-26,Kota Kediri,22000
2021-12-26,Kota Madiun,25000
2021-12-26,Kota Malang,26000
2021-12-26,Kota Mojokerto,24000
2021-12-26,Kota Pasuruan,23000
2021-12-26,Kota Probolinggo,17000
2021-12-26,Kota Surabaya,28000
2021-12-27,Kab. Bangkalan,24000
2021-12-27,Kab. Banyuwangi,24000
2021-12-27,Kab. Blitar,22000
2021-12-27,Kab. Bojonegoro,20000
2021-12-27,Kab. Bondowoso,24500
2021-12-27,Kab. Gresik,26600
2021-12-27,Kab. Jember,25000
2021-12-27,Kab. Jombang,
2021-12-27,Kab. Kediri,20000
2021-12-27,Kab. Lamongan,22000
2021-12-27,Kab. Lumajang,23000
2021-12-27,Kab. Madiun,22750
2021-12-27,Kab. Magetan,20000
2021-12-27,Kab. Malang,22000
2021-12-27,Kab. Mojokerto,24000
2021-12-27,Kab. Nganjuk,
2021-12-27,Kab. Ngawi,23000
2021-12-27,Kab. Pacitan,22000
2021-12-27,Kab. Pamekasan,26000
2021-12-27,Kab. Pasuruan,26000
2021-12-27,Kab. Ponorogo,36000
2021-12-27,Kab. Probolinggo,20000
2021-12-27,Kab. Sampang,25000
2021-12-27,Kab. Sidoarjo,28000
2021-12-27,Kab. Situbondo,24000
2021-12-27,Kab. Sumenep,24000
2021-12-27,Kab. Trenggalek,25000
2021-12-27,Kab. Tuban,25000
2021-12-27,Kab. Tulungagung,20000
2021-12-27,Kota Batu,23000
2021-12-27,Kota Blitar,22000
2021-12-27,Kota Kediri,22000
2021-12-27,Kota Madiun,25000
2021-12-27,Kota Malang,25000
2021-12-27,Kota Mojokerto,
2021-12-27,Kota Pasuruan,23000
2021-12-27,Kota Probolinggo,17000
2021-12-27,Kota Surabaya,28000
2021-12-28,Kab. Bangkalan,24000
2021-12-28,Kab. Banyuwangi,22000
2021-12-28,Kab. Blitar,18000
2021-12-28,Kab. Bojonegoro,20000
2021-12-28,Kab. Bondowoso,24500
2021-12-28,Kab. Gresik,26500
2021-12-28,Kab. Jember,25000
2021-12-28,Kab. Jombang,
2021-12-28,Kab. Kediri,22000
2021-12-28,Kab. Lamongan,22000
2021-12-28,Kab. Lumajang,23000
2021-12-28,Kab. Madiun,22750
2021-12-28,Kab. Magetan,20000
2021-12-28,Kab. Malang,
2021-12-28,Kab. Mojokerto,24000
2021-12-28,Kab. Nganjuk,
2021-12-28,Kab. Ngawi,25000
2021-12-28,Kab. Pacitan,22000
2021-12-28,Kab. Pamekasan,26000
2021-12-28,Kab. Pasuruan,26000
2021-12-28,Kab. Ponorogo,
2021-12-28,Kab. Probolinggo,20000
2021-12-28,Kab. Sampang,25000
2021-12-28,Kab. Sidoarjo,28000
2021-12-28,Kab. Situbondo,24000
2021-12-28,Kab. Sumenep,24000
2021-12-28,Kab. Trenggalek,25000
2021-12-28,Kab. Tuban,25000
2021-12-28,Kab. Tulungagung,20000
2021-12-28,Kota Batu,23500
2021-12-28,Kota Blitar,22000
2021-12-28,Kota Kediri,22000
2021-12-28,Kota Madiun,25000
2021-12-28,Kota Malang,24000
2021-12-28,Kota Mojokerto,
2021-12-28,Kota Pasuruan,24000
2021-12-28,Kota Probolinggo,17000
2021-12-28,Kota Surabaya,28000
2021-12-29,Kab. Bangkalan,24000
2021-12-29,Kab. Banyuwangi,22000
2021-12-29,Kab. Blitar,25000
2021-12-29,Kab. Bojonegoro,20000
2021-12-29,Kab. Bondowoso,24500
2021-12-29,Kab. Gresik,26000
2021-12-29,Kab. Jember,
2021-12-29,Kab. Jombang,
2021-12-29,Kab. Kediri,
2021-12-29,Kab. Lamongan,22000
2021-12-29,Kab. Lumajang,25000
2021-12-29,Kab. Madiun,22750
2021-12-29,Kab. Magetan,20000
2021-12-29,Kab. Malang,22000
2021-12-29,Kab. Mojokerto,23000
2021-12-29,Kab. Nganjuk,18000
2021-12-29,Kab. Ngawi,
2021-12-29,Kab. Pacitan,22000
2021-12-29,Kab. Pamekasan,26000
2021-12-29,Kab. Pasuruan,26000
2021-12-29,Kab. Ponorogo,
2021-12-29,Kab. Probolinggo,21000
2021-12-29,Kab. Sampang,
2021-12-29,Kab. Sidoarjo,
2021-12-29,Kab. Situbondo,24000
2021-12-29,Kab. Sumenep,
2021-12-29,Kab. Trenggalek,25000
2021-12-29,Kab. Tuban,25000
2021-12-29,Kab. Tulungagung,20000
2021-12-29,Kota Batu,23500
2021-12-29,Kota Blitar,22000
2021-12-29,Kota Kediri,22000
2021-12-29,Kota Madiun,25000
2021-12-29,Kota Malang,
2021-12-29,Kota Mojokerto,
2021-12-29,Kota Pasuruan,24000
2021-12-29,Kota Probolinggo,18000
2021-12-29,Kota Surabaya,28000
2021-12-30,Kab. Bangkalan,24000
2021-12-30,Kab. Banyuwangi,22000
2021-12-30,Kab. Blitar,24000
2021-12-30,Kab. Bojonegoro,20000
2021-12-30,Kab. Bondowoso,24500
2021-12-30,Kab. Gresik,26000
2021-12-30,Kab. Jember,25000
2021-12-30,Kab. Jombang,
2021-12-30,Kab. Kediri,21000
2021-12-30,Kab. Lamongan,22000
2021-12-30,Kab. Lumajang,25000
2021-12-30,Kab. Madiun,23000
2021-12-30,Kab. Magetan,20000
2021-12-30,Kab. Malang,
2021-12-30,Kab. Mojokerto,23000
2021-12-30,Kab. Nganjuk,18000
2021-12-30,Kab. Ngawi,
2021-12-30,Kab. Pacitan,22000
2021-12-30,Kab. Pamekasan,26000
2021-12-30,Kab. Pasuruan,26000
2021-12-30,Kab. Ponorogo,
2021-12-30,Kab. Probolinggo,21000
2021-12-30,Kab. Sampang,25000
2021-12-30,Kab. Sidoarjo,28000
2021-12-30,Kab. Situbondo,24000
2021-12-30,Kab. Sumenep,24000
2021-12-30,Kab. Trenggalek,25000
2021-12-30,Kab. Tuban,25000
2021-12-30,Kab. Tulungagung,20000
2021-12-30,Kota Batu,24000
2021-12-30,Kota Blitar,22000
2021-12-30,Kota Kediri,22000
2021-12-30,Kota Madiun,25000
2021-12-30,Kota Malang,
2021-12-30,Kota Mojokerto,
2021-12-30,Kota Pasuruan,
2021-12-30,Kota Probolinggo,20000
2021-12-30,Kota Surabaya,26000
2021-12-31,Kab. Bangkalan,24000
2021-12-31,Kab. Banyuwangi,22000
2021-12-31,Kab. Blitar,22000
2021-12-31,Kab. Bojonegoro,20000
2021-12-31,Kab. Bondowoso,24500
2021-12-31,Kab. Gresik,26600
2021-12-31,Kab. Jember,25000
2021-12-31,Kab. Jombang,
2021-12-31,Kab. Kediri,24000
2021-12-31,Kab. Lamongan,22000
2021-12-31,Kab. Lumajang,25000
2021-12-31,Kab. Madiun,23000
2021-12-31,Kab. Magetan,20000
2021-12-31,Kab. Malang,
2021-12-31,Kab. Mojokerto,23000
2021-12-31,Kab. Nganjuk,
2021-12-31,Kab. Ngawi,
2021-12-31,Kab. Pacitan,22000
2021-12-31,Kab. Pamekasan,26000
2021-12-31,Kab. Pasuruan,26000
2021-12-31,Kab. Ponorogo,35000
2021-12-31,Kab. Probolinggo,21000
2021-12-31,Kab. Sampang,25000
2021-12-31,Kab. Sidoarjo,
2021-12-31,Kab. Situbondo,24000
2021-12-31,Kab. Sumenep,24000
2021-12-31,Kab. Trenggalek,24000
2021-12-31,Kab. Tuban,25000
2021-12-31,Kab. Tulungagung,20000
2021-12-31,Kota Batu,25000
2021-12-31,Kota Blitar,22000
2021-12-31,Kota Kediri,22000
2021-12-31,Kota Madiun,25000
2021-12-31,Kota Malang,30000
2021-12-31,Kota Mojokerto,20000
2021-12-31,Kota Pasuruan,24000
2021-12-31,Kota Probolinggo,20000
2021-12-31,Kota Surabaya,
2022-01-01,Kab. Bangkalan,24000
2022-01-01,Kab. Banyuwangi,22000
2022-01-01,Kab. Blitar,
2022-01-01,Kab. Bojonegoro,20000
2022-01-01,Kab. Bondowoso,
2022-01-01,Kab. Gresik,26500
2022-01-01,Kab. Jember,25000
2022-01-01,Kab. Jombang,
2022-01-01,Kab. Kediri,24000
2022-01-01,Kab. Lamongan,22000
2022-01-01,Kab. Lumajang,25000
2022-01-01,Kab. Madiun,23000
2022-01-01,Kab. Magetan,20000
2022-01-01,Kab. Malang,
2022-01-01,Kab. Mojokerto,23000
2022-01-01,Kab. Nganjuk,
2022-01-01,Kab. Ngawi,
2022-01-01,Kab. Pacitan,
2022-01-01,Kab. Pamekasan,
2022-01-01,Kab. Pasuruan,
2022-01-01,Kab. Ponorogo,
2022-01-01,Kab. Probolinggo,
2022-01-01,Kab. Sampang,
2022-01-01,Kab. Sidoarjo,
2022-01-01,Kab. Situbondo,
2022-01-01,Kab. Sumenep,24000
2022-01-01,Kab. Trenggalek,25000
2022-01-01,Kab. Tuban,
2022-01-01,Kab. Tulungagung,20000
2022-01-01,Kota Batu,
2022-01-01,Kota Blitar,24000
2022-01-01,Kota Kediri,22000
2022-01-01,Kota Madiun,25000
2022-01-01,Kota Malang,
2022-01-01,Kota Mojokerto,
2022-01-01,Kota Pasuruan,22000
2022-01-01,Kota Probolinggo,20000
2022-01-01,Kota Surabaya,28000
2022-01-02,Kab. Bangkalan,23000
2022-01-02,Kab. Banyuwangi,24000
2022-01-02,Kab. Blitar,22000
2022-01-02,Kab. Bojonegoro,20000
2022-01-02,Kab. Bondowoso,24500
2022-01-02,Kab. Gresik,26500
2022-01-02,Kab. Jember,25000
2022-01-02,Kab. Jombang,
2022-01-02,Kab. Kediri,
2022-01-02,Kab. Lamongan,22000
2022-01-02,Kab. Lumajang,25000
2022-01-02,Kab. Madiun,23000
2022-01-02,Kab. Magetan,
2022-01-02,Kab. Malang,
2022-01-02,Kab. Mojokerto,22000
2022-01-02,Kab. Nganjuk,
2022-01-02,Kab. Ngawi,
2022-01-02,Kab. Pacitan,
2022-01-02,Kab. Pamekasan,
2022-01-02,Kab. Pasuruan,26000
2022-01-02,Kab. Ponorogo,35000
2022-01-02,Kab. Probolinggo,22000
2022-01-02,Kab. Sampang,24000
2022-01-02,Kab. Sidoarjo,29000
2022-01-02,Kab. Situbondo,
2022-01-02,Kab. Sumenep,24000
2022-01-02,Kab. Trenggalek,25000
2022-01-02,Kab. Tuban,
2022-01-02,Kab. Tulungagung,20000
2022-01-02,Kota Batu,
2022-01-02,Kota Blitar,
2022-01-02,Kota Kediri,22000
2022-01-02,Kota Madiun,25000
2022-01-02,Kota Malang,
2022-01-02,Kota Mojokerto,
2022-01-02,Kota Pasuruan,22000
2022-01-02,Kota Probolinggo,20000
2022-01-02,Kota Surabaya,
2022-01-03,Kab. Bangkalan,23000
2022-01-03,Kab. Banyuwangi,24000
2022-01-03,Kab. Blitar,23000
2022-01-03,Kab. Bojonegoro,20000
2022-01-03,Kab. Bondowoso,
2022-01-03,Kab. Gresik,27300
2022-01-03,Kab. Jember,25000
2022-01-03,Kab. Jombang,
2022-01-03,Kab. Kediri,21000
2022-01-03,Kab. Lamongan,22000
2022-01-03,Kab. Lumajang,25000
2022-01-03,Kab. Madiun,23000
2022-01-03,Kab. Magetan,
2022-01-03,Kab. Malang,
2022-01-03,Kab. Mojokerto,22000
2022-01-03,Kab. Nganjuk,
2022-01-03,Kab. Ngawi,
2022-01-03,Kab. Pacitan,
2022-01-03,Kab. Pamekasan,
2022-01-03,Kab. Pasuruan,26000
2022-01-03,Kab. Ponorogo,
2022-01-03,Kab. Probolinggo,22000
2022-01-03,Kab. Sampang,23000
2022-01-03,Kab. Sidoarjo,27000
2022-01-03,Kab. Situbondo,23000
2022-01-03,Kab. Sumenep,22000
2022-01-03,Kab. Trenggalek,
2022-01-03,Kab. Tuban,
2022-01-03,Kab. Tulungagung,20000
2022-01-03,Kota Batu,24000
2022-01-03,Kota Blitar,24000
2022-01-03,Kota Kediri,23000
2022-01-03,Kota Madiun,25000
2022-01-03,Kota Malang,29000
2022-01-03,Kota Mojokerto,
2022-01-03,Kota Pasuruan,24000
2022-01-03,Kota Probolinggo,20000
2022-01-03,Kota Surabaya,
2022-01-04,Kab. Bangkalan,23000
2022-01-04,Kab. Banyuwangi,24000
2022-01-04,Kab. Blitar,26000
2022-01-04,Kab. Bojonegoro,20000
2022-01-04,Kab. Bondowoso,
2022-01-04,Kab. Gresik,27500
2022-01-04,Kab. Jember,26000
2022-01-04,Kab. Jombang,
2022-01-04,Kab. Kediri,23000
2022-01-04,Kab. Lamongan,22000
2022-01-04,Kab. Lumajang,25000
2022-01-04,Kab. Madiun,
2022-01-04,Kab. Magetan,
2022-01-04,Kab. Malang,
2022-01-04,Kab. Mojokerto,
2022-01-04,Kab. Nganjuk,
2022-01-04,Kab. Ngawi,
2022-01-04,Kab. Pacitan,
2022-01-04,Kab. Pamekasan,
2022-01-04,Kab. Pasuruan,26000
2022-01-04,Kab. Ponorogo,
2022-01-04,Kab. Probolinggo,22000
2022-01-04,Kab. Sampang,24000
2022-01-04,Kab. Sidoarjo,27000
2022-01-04,Kab. Situbondo,23000
2022-01-04,Kab. Sumenep,25000
2022-01-04,Kab. Trenggalek,
2022-01-04,Kab. Tuban,
2022-01-04,Kab. Tulungagung,22000
2022-01-04,Kota Batu,24000
2022-01-04,Kota Blitar,24000
2022-01-04,Kota Kediri,23000
2022-01-04,Kota Madiun,25000
2022-01-04,Kota Malang,
2022-01-04,Kota Mojokerto,
2022-01-04,Kota Pasuruan,22000
2022-01-04,Kota Probolinggo,20000
2022-01-04,Kota Surabaya,
2022-01-05,Kab. Bangkalan,23000
2022-01-05,Kab. Banyuwangi,24000
2022-01-05,Kab. Blitar,20000
2022-01-05,Kab. Bojonegoro,20000
2022-01-05,Kab. Bondowoso,
2022-01-05,Kab. Gresik,26600
2022-01-05,Kab. Jember,26000
2022-01-05,Kab. Jombang,
2022-01-05,Kab. Kediri,
2022-01-05,Kab. Lamongan,22000
2022-01-05,Kab. Lumajang,25000
2022-01-05,Kab. Madiun,22750
2022-01-05,Kab. Magetan,
2022-01-05,Kab. Malang,
2022-01-05,Kab. Mojokerto,22000
2022-01-05,Kab. Nganjuk,
2022-01-05,Kab. Ngawi,
2022-01-05,Kab. Pacitan,
2022-01-05,Kab. Pamekasan,
2022-01-05,Kab. Pasuruan,26000
2022-01-05,Kab. Ponorogo,
2022-01-05,Kab. Probolinggo,22000
2022-01-05,Kab. Sampang,23000
2022-01-05,Kab. Sidoarjo,24000
2022-01-05,Kab. Situbondo,23000
2022-01-05,Kab. Sumenep,25000
2022-01-05,Kab. Trenggalek,
2022-01-05,Kab. Tuban,23000
2022-01-05,Kab. Tulungagung,22000
2022-01-05,Kota Batu,24000
2022-01-05,Kota Blitar,24000
2022-01-05,Kota Kediri,23000
2022-01-05,Kota Madiun,25000
